ID,Seq,Name,Attribute,ParentID,UUID,rb_data_status,rb_local_data_status,rb_local_deleted,rb_local_synced,usn,rb_local_usn,created_at,updated_at
3724595437,13,Chill,0,4,56af47e2-57b7-4a76-ab0e-32c5df779a37,0,0,0,1,,939382,2025-05-03 23:39:28.446 +00:00,2025-05-03 23:39:30.560 +00:00
1717245600,15,Outro,0,3,800be133-8a89-4fdc-b3ae-6e654468c4c9,0,0,0,1,,945830,2025-04-13 16:38:30.898 +00:00,2025-05-23 00:51:46.747 +00:00
1907669071,14,My Comment,0,4,3112e6f0-2db1-44e2-90ac-d6a54bb08d8c,2,0,1,1,,940214,2025-04-13 16:38:30.904 +00:00,2025-05-06 23:22:14.561 +00:00
1462055349,14,Cyberpunk,0,4,21c6f3ca-88a1-4f4d-8817-998116783244,0,0,0,1,,940215,2025-05-06 23:22:08.620 +00:00,2025-05-06 23:22:14.561 +00:00
3966159200,32,Breakbeat,0,2,0e933e65-3fe2-43be-b482-b6de573f47d0,0,0,0,1,,945819,2025-05-06 23:24:17.716 +00:00,2025-05-23 00:45:49.711 +00:00
3866565538,21,Future Garage,0,1,f6e7cbd0-2d7e-41b4-ae2c-45602e724b57,0,0,0,1,,940856,2025-05-07 19:54:12.359 +00:00,2025-05-07 19:54:15.438 +00:00
3986500067,22,UK Garage,0,1,5062ced0-de27-41a4-8852-064b1da745e6,0,0,0,1,,940858,2025-05-07 19:54:19.465 +00:00,2025-05-07 19:54:22.384 +00:00
1446114614,23,Leftfield,0,1,00374b75-57b5-4a08-8fe0-1f83081f38a5,0,0,0,1,,954264,2025-06-13 21:13:29.342 +00:00,2025-06-13 21:13:33.400 +00:00
2465368701,24,Complextro,0,1,d89b4bf7-468a-478f-b56c-21f7581407b6,0,0,0,1,,954408,2025-06-15 00:25:40.282 +00:00,2025-06-15 00:25:48.074 +00:00
978239621,25,Drumfunk,0,1,54bea9e4-d4af-4ff4-9945-62dcc50d6fdc,0,0,0,1,,954446,2025-06-15 00:27:13.020 +00:00,2025-06-15 00:27:17.128 +00:00
3789826556,26,Liquid Funk,0,1,688b6ee0-2670-41ee-86b9-34803b71606d,0,0,0,1,,954451,2025-06-15 00:27:29.793 +00:00,2025-06-15 00:27:36.535 +00:00
943588040,33,TR-808,0,2,971fbbf9-e97a-45cf-9f8a-7ecc4fffb8c3,0,0,0,1,,954468,2025-06-15 00:27:57.877 +00:00,2025-06-15 00:28:10.823 +00:00
462595008,34,Pads,0,2,5f253914-24a2-410c-ae3f-16fcd13bc3d3,0,0,0,1,,954476,2025-06-15 00:28:43.177 +00:00,2025-06-15 00:28:48.261 +00:00
1468515484,27,Jungle,0,1,0b802b50-457f-4617-8bce-b9fa7909b628,0,0,0,1,,954521,2025-06-15 00:29:59.405 +00:00,2025-06-15 00:30:01.790 +00:00
671504701,15,Dark,0,4,2354d713-416f-4267-9d59-e580f62a46c4,0,0,0,1,,954553,2025-06-15 00:31:22.211 +00:00,2025-06-15 00:31:24.163 +00:00
3917961384,28,Dancefloor DnB,0,1,6eabdb60-a515-4955-931d-2d24bc2ad3de,0,0,0,1,,954606,2025-06-15 00:34:38.917 +00:00,2025-06-15 00:34:52.317 +00:00
4126141807,35,2 Step Beat,0,2,1278481d-fdd5-4774-983b-13ae45629350,0,0,0,1,,954617,2025-06-15 00:35:39.501 +00:00,2025-06-15 00:35:44.412 +00:00
1557299163,36,Synth Horn Stab,0,2,1e05060a-89c1-44d4-9b5d-80933d1afe80,0,0,0,1,,954632,2025-06-15 00:36:03.090 +00:00,2025-06-15 00:36:23.803 +00:00
1404798503,29,J-Core,0,1,432bbcc2-c137-466d-8768-f1c49c62740f,0,0,0,1,,954669,2025-06-15 00:37:39.027 +00:00,2025-06-15 00:37:41.313 +00:00
1848325683,30,Drumstep,0,1,04155ffa-5f5d-49f3-9f8c-3362dc7cb1fb,0,0,0,1,,954890,2025-06-15 00:47:57.299 +00:00,2025-06-15 00:47:59.553 +00:00
266152694,31,Darkstep,0,1,6e656809-37b3-4d25-b35f-0a0cc299b717,0,0,0,0,,958286,2025-06-21 03:25:59.588 +00:00,2025-06-21 03:26:55.473 +00:00
